Id,OverallQual,GrLivArea,GarageCars,TotalBsmtSF,FullBath,YearBuilt,SalePrice
42,5,7.191429330036379,1.0,7.2078598714324755,1,1959,12.043553716032399
43,5,6.784457062637643,2.0,6.733401891837359,1,1983,11.877568578558138
44,5,6.843749949006225,1.0,6.843749949006225,1,1975,11.777210959615614
45,5,7.047517221357296,1.0,7.047517221357296,1,1959,11.856515169360305
46,9,7.468513271496337,2.0,7.468513271496337,2,2005,12.675763725937609
47,7,7.67275789664251,2.0,7.2682230211595655,1,2003,12.387085012375499
48,8,7.412160334945205,3.0,7.412160334945205,2,2006,12.428015476267865
49,4,7.280697195384741,0.0,6.601230118728877,2,1920,11.635143097694478
50,5,6.86171134048073,1.0,6.86171134048073,1,1966,11.751942365440728
51,6,7.293017679772782,2.0,6.677083461247136,2,1997,12.083905011555967
52,6,7.069874128458572,2.0,6.704414354964107,1,1934,11.648330101976432
53,5,6.704414354964107,2.0,6.704414354964107,1,1963,11.608235644774552
54,9,7.518607216815252,3.0,7.518607216815252,0,1981,12.86099861326992
55,5,7.215239978730097,2.0,5.950642552587727,1,1955,11.77528972943772
56,6,7.261927092702751,2.0,7.261927092702751,2,1964,12.103486056755072
57,8,7.461065514354283,2.0,6.877296071497429,2,1999,12.058152515453552
58,7,7.450079569807499,2.0,6.756932389247553,2,2004,12.188417710291453
59,10,7.987864096085687,3.0,7.251344983372214,3,2006,12.991753427493052
60,5,6.659293919683638,1.0,6.659293919683638,1,1972,11.73526869611367
61,6,7.05444965813294,2.0,7.05444965813294,1,2004,11.970350312009105
62,5,7.01301578963963,1.0,6.272877006546167,1,1920,11.522875795823397
63,8,7.222566018822171,2.0,7.222566018822171,2,2006,12.218495165528731
64,7,7.444248649496705,2.0,6.3561076606958915,2,1921,11.84939770159144
65,7,7.617759576608505,2.0,6.963189985870238,2,1997,12.299107511497363
66,8,7.813187267521416,3.0,7.04141166379481,2,2004,12.666657052859417
67,7,7.699389406256737,2.0,7.5740450053721995,2,1970,12.100712129872347
68,7,7.2991214627108,2.0,7.2813856635702825,2,2003,12.328290278254423
69,4,6.616065185132817,1.0,6.616065185132817,1,1945,11.289781913656018
70,7,7.734996194022781,2.0,7.1731917424865985,2,1953,12.323855681186558
71,7,7.706612913964197,2.0,7.706612913964197,2,1973,12.404923504275338
72,4,6.739336627357174,2.0,6.739336627357174,1,1982,11.771436160121729
73,7,7.4489161025442,2.0,6.723832440821209,2,1998,12.128111104060462
74,5,6.990256500493881,2.0,6.990256500493881,1,1954,11.883799128308773
75,3,7.380879035564116,1.0,6.733401891837359,2,1915,11.584315461056901
76,4,6.895682697747868,1.0,6.135564891081739,1,1973,11.418614785498987
77,4,6.858565034791365,1.0,6.858565034791365,1,1956,11.818570237796182
78,5,7.158513997329321,1.0,6.51025834052315,1,1948,11.751942365440728
79,4,7.477604243197589,0.0,7.477604243197589,2,1968,11.824079893607152
80,5,7.114769448366463,2.0,6.0867747269123065,1,1910,11.608235644774552
81,6,7.669495251007694,1.0,6.79794041297493,2,1968,12.173032791451973
82,6,7.198183577101943,2.0,7.1204443723924875,2,1998,11.941455846009388
83,8,7.354362330421477,3.0,7.354362330421477,2,2007,12.409013489526863
84,5,6.970730078143525,2.0,6.970730078143525,1,1960,11.747997587149712
85,7,7.295735072749282,2.0,5.950642552587727,2,1995,12.034691028774553
86,8,7.790282380703483,2.0,7.160845906664299,2,1991,12.468436909997665
87,6,7.352441100243583,2.0,6.52795791762255,2,2005,12.066810578196666
88,6,7.1098794630722715,2.0,6.416732282512326,2,2009,12.010665849187564
89,3,7.330405211844402,0.0,6.920671504248683,1,1915,11.350406535472453
90,4,6.897704943128636,0.0,6.897704943128636,1,1994,11.724805824005728
91,4,6.946975992135418,2.0,0.0,1,1950,11.607326140391713
92,5,7.118826249062078,2.0,7.118826249062078,1,1961,11.498826540590727
93,5,6.871091294610546,2.0,6.775366090936392,1,1921,12.004568269319446
94,6,7.736743682453495,2.0,7.101675971619444,2,1910,11.804848531679264
95,6,7.487733761436444,2.0,6.714170529909472,2,1997,12.229545001715316
96,6,7.293017679772782,2.0,6.522092798170152,2,1993,12.128111104060462
97,7,7.370230641807081,2.0,7.370230641807081,2,1999,12.273731294003989
98,4,6.866933284461882,1.0,6.866933284461882,1,1965,11.458997122944673
99,5,6.727431724850855,1.0,6.126869184114185,1,1920,11.326595886778735
100,4,7.110696122978827,0.0,6.856461984594587,1,1959,11.76718001130949
101,6,7.383989457978509,2.0,7.383989457978509,2,1977,12.230765258120545
102,6,7.4570320891223805,2.0,6.608000625296087,2,1985,12.089538829274222
103,5,7.336285660021297,2.0,0.0,2,1979,11.686576205316552
104,7,7.111512116496157,3.0,7.111512116496157,2,2009,12.200557464842063
105,7,7.505492274737424,1.0,6.946975992135418,1,1931,12.040608205802641
106,8,7.596894438144544,2.0,6.959398512133975,2,2003,12.429216196844383
107,4,6.953684210870537,1.0,6.46302945692067,1,1885,11.512925464970229
108,5,6.670766320845874,1.0,6.670766320845874,1,1948,11.652687407345388
109,5,7.324489979348532,0.0,6.675823221634848,2,1919,11.652687407345388
110,6,7.519692404116539,2.0,7.519692404116539,2,1977,12.154779351142624
111,6,7.5256399750415355,1.0,6.901737206656574,2,1954,11.82700601127654
112,7,7.265429723253953,2.0,5.950642552587727,2,2000,12.100712129872347
113,7,7.899524472032198,3.0,7.142036574706803,2,2007,12.858319703517948
114,6,7.7226775164680035,2.0,7.500529485395295,2,1953,12.287652632522597
115,6,7.749322464660356,1.0,6.93537044601511,2,1945,12.46651198158808
116,6,7.284820912568604,2.0,6.591673732008658,2,1999,12.078239274020289
117,5,6.9957661563048505,1.0,6.9957661563048505,1,1962,11.842229212112828
118,5,7.025538314638521,2.0,7.025538314638521,1,2006,11.951180395901384
119,7,8.07775756373692,3.0,7.422373700986824,3,1990,12.676076274775909
120,6,7.283448228756631,2.0,6.590301048196686,2,2005,12.007560729337492
121,6,6.895682697747868,2.0,6.843749949006225,1,1969,12.100712129872347
122,4,7.023758954738443,1.0,6.595780513961311,1,1939,11.512925464970229
123,6,6.984716320118266,1.0,6.984716320118266,1,1958,11.820410164718188
124,6,7.089243155027514,2.0,7.089243155027514,2,1993,11.94405831982697
125,6,7.368970402194793,2.0,7.216709486709457,2,1979,12.106252310247962
126,6,6.625392368007956,0.0,6.253828811575473,1,1935,11.344506813345266
127,6,6.86484777797086,2.0,6.982862751468942,2,1976,11.759785542901755
128,5,6.733401891837359,0.0,6.51025834052315,1,1930,11.37366339763672
129,6,7.206377291472252,2.0,6.492239835020471,1,1966,11.951180395901384
130,5,6.959398512133975,2.0,6.915723448631314,1,1958,11.918390573078392
131,7,7.676473646389156,2.0,6.828712071641684,2,1966,12.328290278254423
132,6,7.627544390488503,2.0,6.899723107284872,2,2000,12.404923504275338
133,5,7.190676034332207,2.0,6.968850378341948,1,1959,11.923378114589433
134,8,7.16703787691222,2.0,7.144407180321139,2,2001,12.301382825334498
135,5,7.450660796211539,2.0,7.2868764117507,2,1968,12.100712129872347
136,7,7.427738840532894,2.0,7.1731917424865985,2,1970,12.066810578196666
137,5,7.101675971619444,1.0,7.101675971619444,2,1967,11.870599909242044
138,7,7.580189417944541,3.0,7.553286605600419,3,1988,12.049418835484797
139,8,7.524021415206125,3.0,6.911747300251674,2,1999,12.345834587905333
140,6,7.475339236566737,2.0,6.833031732786201,2,1997,12.352335152508426
141,4,6.761572768804055,0.0,6.761572768804055,1,1971,11.652687407345388
142,7,7.458186157340487,2.0,7.458186157340487,2,2005,12.468436909997665
143,5,7.233455418621439,2.0,6.813444599510896,2,1952,12.01974306733868
144,7,7.313886831633462,2.0,7.306531398939505,2,1999,12.225875272826354
145,5,7.454719949364001,2.0,7.454719949364001,2,1963,11.736069016284437
146,6,7.443663683115591,2.0,6.877296071497429,2,2004,11.77528972943772
147,5,6.774223886357614,1.0,6.5722825426940075,1,1931,11.56171562913966
148,7,7.618251097876695,2.0,6.784457062637643,2,2001,12.312682380588432
149,7,6.984716320118266,0.0,6.984716320118266,1,2004,11.856515169360305
150,5,7.203405521083095,1.0,6.79794041297493,1,1936,11.652687407345388
151,5,6.876264611890766,2.0,6.876264611890766,1,1975,11.711776323715394
152,8,7.444248649496705,3.0,7.444248649496705,2,2007,12.827729194939907
153,6,7.597396320212795,2.0,6.715383386334681,2,1971,12.154779351142624
154,6,7.132497551660044,2.0,7.379008127628304,1,1960,12.367340793126296
155,6,7.090076835776092,1.0,7.090076835776092,1,1923,11.736069016284437
156,6,6.999422467507961,0.0,6.349138991379798,1,1924,11.27720313144916
157,5,6.946975992135418,2.0,0.0,1,1950,11.603679828238693
158,8,7.584773077612199,3.0,6.651571873589727,2,2009,12.504323669331189
159,7,7.5740450053721995,2.0,6.898714534329988,2,2004,12.448626590364206
160,7,7.808729306744399,2.0,7.238496840894365,2,2005,12.676076274775909
161,6,7.116394144093465,2.0,7.116394144093465,2,1984,11.998433280751929
162,9,7.889084407035514,3.0,7.360103972989152,2,2003,12.929991484756872
163,7,7.340186835320115,2.0,7.340186835320115,2,2005,12.301382825334498
164,4,6.782192056006791,0.0,6.782192056006791,1,1956,11.544424132029599
165,6,7.38770923908104,1.0,7.046647277848756,2,1926,11.931635799828413
166,5,7.2115567333138015,0.0,6.467698726104354,2,1940,11.755871643580617
167,5,7.532088143541722,1.0,7.388327859577107,1,1955,12.154779351142624
168,8,7.6783263565068856,3.0,7.366445148327599,1,2007,12.693498620467778
169,7,7.450079569807499,2.0,6.733401891837359,2,2004,12.119969946476761
170,8,7.442492722794441,2.0,7.430114138561801,2,1981,12.337100907936577
171,5,7.231287004327616,2.0,6.579251212010101,1,1941,11.763684183317412
172,6,7.412160334945205,2.0,6.984716320118266,1,1960,12.2783933071098
173,7,7.4770384723196965,2.0,6.96979066990159,2,1987,12.384218830913648
174,6,7.216709486709457,2.0,7.216709486709457,1,1961,12.0015054797889
175,6,7.409136443920128,2.0,7.381501894506707,2,1986,12.122691036591123
176,6,7.67693714581808,2.0,7.091742115095153,2,1950,12.400816722322686
177,6,7.630461261783627,2.0,7.048386408721883,2,1988,12.259613412458204
178,5,7.560080465021827,2.0,6.9584483932976555,2,1958,12.058152515453552
179,9,7.711548979629146,3.0,7.703459047867175,2,2008,13.1260306447518
180,5,6.875232087276577,2.0,6.875232087276577,1,1923,11.512925464970229
181,6,7.329749689041512,2.0,6.628041376179533,2,2000,12.083905011555967
182,7,7.496652438168283,1.0,6.675823221634848,1,1920,12.206572520571825
183,5,7.200424892944957,1.0,0.0,1,1957,11.695247021764184
184,7,7.641084249174914,2.0,7.216709486709457,2,2003,12.206072645530174
185,5,7.132497551660044,2.0,6.222576268071369,1,1908,11.751942365440728
186,10,8.190908881182514,3.0,7.009408932708637,2,1892,13.071070083016778
187,7,7.104144092987527,2.0,7.080026499922591,2,1990,12.061046873479915
188,5,7.412160334945205,1.0,6.492239835020471,2,1916,11.813030057420567
189,5,7.1098794630722715,2.0,6.990256500493881,0,1979,11.940393392554734
190,8,7.373374309910049,2.0,7.373374309910049,1,2001,12.56374708980199
191,8,7.910957382845589,2.0,6.748759547491679,2,1932,12.66032791780777
192,7,7.2991214627108,2.0,6.586171654854675,1,1972,12.122691036591123
193,7,7.266128779556451,2.0,7.266128779556451,2,1999,12.165250651009918
194,7,7.443663683115591,2.0,6.877296071497429,2,2004,11.77528972943772
195,5,6.761572768804055,1.0,6.761572768804055,1,1972,11.751942365440728
196,6,7.283448228756631,2.0,6.75110146893676,2,1976,11.908340237224891
197,7,7.453561871643373,3.0,7.453561871643373,2,2007,12.650348126203179
198,8,8.043020885298283,2.0,7.215239978730097,2,1918,12.367340793126296
199,6,7.709308333385869,0.0,6.626717749249025,1,1912,11.55214617812351
200,8,7.44600149832412,3.0,7.44600149832412,2,2004,12.524162674153336
201,4,7.02197642307216,2.0,7.02197642307216,2,2003,11.84939770159144
202,6,7.153833801578843,2.0,7.086737934510577,2,1977,12.052338545588132
203,6,7.177782416195197,1.0,6.424869023905388,2,1924,11.626254150277232
204,6,6.742880635791903,2.0,6.742880635791903,1,2004,11.911701584927597
205,5,7.157735484249907,1.0,6.579251212010101,1,1947,11.608235644774552
206,7,7.273786317844895,2.0,7.261225091971921,2,1990,12.103486056755072
207,5,7.4360278163518485,1.0,7.038783541388542,1,1962,11.876873892875459
208,4,7.003065458786462,1.0,7.003065458786462,1,1960,11.856515169360305
209,7,7.631431664576906,2.0,7.053585727193677,2,1988,12.531772785169476
210,6,6.9957661563048505,2.0,6.9957661563048505,1,1964,11.884489021402711
211,5,6.761572768804055,0.0,6.761572768804055,1,1925,11.49272275765271
212,6,7.10002716662926,2.0,7.10002716662926,2,2009,12.133501952695338
213,7,7.524021415206125,2.0,6.802394763324311,2,2009,12.439871229831715
214,5,6.897704943128636,2.0,6.897704943128636,1,1995,11.957611286231675
215,6,7.238496840894365,1.0,6.535241271013659,1,1977,11.993807212363148
216,5,7.119635638017636,1.0,6.975413927455952,1,1957,11.80894766169701
217,7,7.269616749608169,2.0,7.269616749608169,2,2004,12.254862809699606
218,4,7.191429330036379,1.0,6.530877627725885,1,1925,11.580584113444043
219,7,7.577633832602728,2.0,6.682108597449809,1,1939,12.649154617209645
220,7,7.129297548929373,2.0,7.129297548929373,2,2005,12.0271851854705
221,7,7.311886164077165,2.0,7.311886164077165,2,2006,12.230277334226992
222,6,7.726212650507529,2.0,6.917705609835305,2,2002,12.206072645530174
223,6,7.347299700743164,2.0,6.569481420414296,2,1975,12.100156419938624
224,4,6.761572768804055,2.0,6.761572768804055,1,1971,11.48246625748552
225,10,7.779885115070522,3.0,7.779885115070522,2,2003,12.864240107194092
226,5,7.171656822768514,1.0,6.4457198193855785,2,1971,11.626254150277232
227,7,7.832014180505469,3.0,7.0925737159746784,2,1995,12.577636201962656
228,6,6.894670039433482,1.0,6.180016653652572,1,1970,11.571194373094205
229,5,6.815639990074331,1.0,6.815639990074331,1,1967,11.736069016284437
230,7,7.349230824613334,2.0,7.224753405767971,2,2005,12.167851432709975
231,6,7.085064293952548,1.0,7.085064293952548,1,1959,11.904967552746252
232,8,7.935229539816907,3.0,7.2875606403097235,2,1995,12.90669184092882
233,6,6.894670039433482,1.0,6.180016653652572,1,1972,11.456355113481834
234,5,6.795705775173514,1.0,6.795705775173514,1,1976,11.761346823468706
235,6,7.580699752224563,2.0,6.756932389247553,2,2002,12.285345826424681
236,6,6.894670039433482,1.0,6.180016653652572,1,1971,11.401993904262946
237,7,7.254177846456518,2.0,7.254177846456518,2,2004,12.130810161029627
238,7,7.463936604468925,2.0,6.903747257584598,2,1993,12.178187442040638
239,8,7.434847875211999,3.0,7.434847875211999,2,2007,12.669806661762314
240,6,7.304515946460155,1.0,6.5998704992128365,1,1945,11.635143097694478
241,8,7.356279876550748,2.0,7.356279876550748,2,2008,12.478006361013815
242,5,6.763884908562435,0.0,6.530877627725885,1,1945,11.612770799939945
243,5,7.272398392570047,1.0,6.29156913955832,1,1900,11.27720313144916
244,6,7.104144092987527,1.0,6.439350371100098,1,1980,11.695247021764184
245,7,7.6544432264701125,2.0,6.854354502255021,2,1994,12.230765258120545
246,7,7.534762657037537,2.0,7.520234556474628,2,1988,12.394624752074764
247,6,7.564238475170491,1.0,6.927557906278317,2,1910,11.827736204810263
248,6,7.226209010100671,2.0,7.220373836723949,1,1954,11.84939770159144
249,7,7.419380582918692,2.0,6.733401891837359,2,2003,12.100712129872347
250,6,7.670428522190693,2.0,7.275172319452771,2,1958,12.531772785169476
251,3,7.174724309836376,0.0,6.590301048196686,1,1940,11.245046019814627
252,8,7.393263094763838,2.0,7.360739903058278,2,2006,12.367340793126296
253,6,7.402451520818244,2.0,6.682108597449809,2,2004,12.061046873479915
254,6,7.171656822768514,1.0,7.171656822768514,2,1964,11.970350312009105
255,5,7.1808311990445555,1.0,7.1808311990445555,1,1957,11.884489021402711
256,7,7.736743682453495,2.0,6.882437470997847,2,1999,12.345834587905333
257,6,7.454719949364001,2.0,6.761572768804055,2,2003,12.24288661865289
258,7,7.38025578842646,2.0,7.38025578842646,2,2006,12.301382825334498
259,7,7.491087593534876,2.0,6.870053411798126,2,2001,12.352335152508426
260,5,6.782192056006791,1.0,0.0,1,1956,11.48246625748552
261,6,7.231287004327616,2.0,7.216709486709457,1,1962,12.078239274020289
262,8,7.853216388156072,3.0,7.301147805856032,2,2007,12.528156144699286
263,6,7.10002716662926,2.0,6.226536669287466,1,1977,11.925035115797062
264,5,7.182352111885263,2.0,6.8308742346461795,1,1929,11.77528972943772
265,5,6.638567789166521,2.0,6.522092798170152,1,1925,11.198214720130528
266,6,7.259819610363186,2.0,7.259819610363186,2,1981,12.075394321888057
267,6,7.32052696227274,2.0,6.687108607866515,2,1997,12.128111104060462
268,5,7.692569648067906,1.0,6.579251212010101,2,1939,12.097930486910471
269,5,6.656726524178391,1.0,6.606650186198215,1,1940,11.699405031912846
270,6,7.014814351275545,1.0,7.04141166379481,1,1976,11.904967552746252
271,8,7.569927655242652,3.0,6.9985096422506015,2,2006,12.491251587763836
272,7,7.217443431696533,2.0,7.233455418621439,1,1954,12.394624752074764
273,8,7.727535110475448,3.0,7.049254841255837,2,1999,12.577636201962656
274,6,7.397561535524052,1.0,7.122866658599083,2,1958,11.842229212112828
275,5,6.704414354964107,1.0,6.704414354964107,1,1982,11.732060994886899
276,7,7.344719054149673,2.0,6.858565034791365,2,1925,12.230765258120545
277,7,7.352441100243583,2.0,7.352441100243583,2,2003,12.211060187041213
278,4,6.761572768804055,2.0,6.761572768804055,1,1951,11.856515169360305
279,9,7.659642954564682,3.0,7.659642954564682,2,2006,12.936751613811438
280,7,7.611842399580417,2.0,7.05617528410041,2,1977,12.165250651009918
281,7,7.591861714889934,2.0,6.693323668269949,2,1989,12.339291489316397
282,6,7.140453043101158,2.0,7.140453043101158,2,2006,12.128111104060462
283,7,7.1808311990445555,2.0,7.1808311990445555,2,2007,12.24288661865289
284,8,7.291656209174461,3.0,7.291656209174461,2,2008,12.407379502235209
285,6,7.362010551259734,2.0,7.362010551259734,2,1992,12.096257779522967
286,7,7.1308988302963465,2.0,6.437751649736401,2,2006,12.011880916165731
287,6,7.458186157340487,2.0,6.815639990074331,1,1962,11.976659481202368
288,4,6.754604099487962,0.0,6.754604099487962,1,1971,11.385092093460344
289,5,6.802394763324311,1.0,6.782192056006791,1,1967,11.711776323715394
290,6,7.241366283322318,1.0,6.548219102762372,1,1915,11.941944326032129
291,8,7.5595594960077,2.0,6.983789965258135,2,2006,12.359780370124389
292,5,7.447751280047908,0.0,6.659293919683638,2,1912,11.819674600139235
293,5,7.447751280047908,1.0,6.643789733147672,1,1949,11.782952602183288
294,7,7.724446645633537,2.0,6.678342114654332,2,1977,12.367340793126296
295,6,7.404887575616125,2.0,7.255591274253665,1,1953,12.025749091398891
296,6,6.910750787961936,2.0,6.910750787961936,1,1984,11.867097278690842
297,5,7.351158226430694,1.0,6.813444599510896,1,1950,11.931635799828413
298,7,7.575584651557793,2.0,6.882437470997847,2,1997,12.384218830913648
299,6,7.463363045520021,2.0,6.553933404025811,1,1968,12.072541252905651
300,6,7.049254841255837,1.0,6.9957661563048505,1,1950,11.973509872299472
301,5,7.197435354096591,1.0,7.060476365999801,1,1953,11.964001084330445
302,8,7.804659297056102,2.0,6.93537044601511,2,1998,12.495003937382387
303,7,7.340186835320115,3.0,7.340186835320115,2,2001,12.230765258120545
304,5,6.795705775173514,2.0,6.795705775173514,1,1972,11.917723684090689
305,7,8.158516244806831,3.0,7.293017679772782,3,1880,12.594730635321957
306,8,7.600902459542082,3.0,7.600902459542082,2,2004,12.631013530138995
307,7,7.715569534520208,3.0,6.551080335043404,2,1990,12.323855681186558
308,6,7.2485040723706105,0.0,5.765191102784844,1,1920,11.401993904262946
309,4,6.7580945044277305,2.0,6.7580945044277305,1,1940,11.320553572322773
310,9,7.572502985020384,3.0,7.547501682814967,2,2003,12.793859310432293
311,6,7.313886831633462,2.0,6.546785410760524,2,1993,12.017330520933296
312,6,6.879355804460439,1.0,6.879355804460439,1,1948,11.790557201568507
313,5,7.0192966537150445,2.0,6.675823221634848,1,1939,11.694413341015606
314,7,7.618742377670413,2.0,7.666690200080086,2,1965,12.834681304952548
315,7,7.403061091090091,2.0,6.590301048196686,1,1925,12.089538829274222
316,7,7.266827347520591,2.0,6.573680166960646,2,2004,12.146853285870202
317,7,7.763446388727362,2.0,6.739336627357174,2,1980,12.468436909997665
318,8,7.580189417944541,3.0,6.992096427415888,2,2006,12.506177237980511
319,7,7.880804344674901,3.0,7.205635176410364,2,1993,12.468436909997665
320,7,7.294377299288821,2.0,7.22402480828583,2,1980,12.141534124392603
321,9,7.86172707782398,3.0,7.130098510125578,3,2006,12.7444443677961
322,8,7.811163385025279,3.0,7.035268599281097,2,2004,12.777052192115912
323,7,7.912056888179006,2.0,7.31455283232408,2,1986,12.614865543731012
324,3,7.0587581525186645,1.0,7.057897937411856,1,1955,11.745425111208464
325,7,7.999007213243955,2.0,6.565264970035361,2,1967,12.396693005138824
326,5,6.688354713946762,2.0,6.579251212010101,1,1941,11.37366339763672
327,8,7.449498005382849,2.0,7.449498005382849,1,1993,12.688498794774466
328,6,7.232010331664759,1.0,7.232010331664759,1,1960,11.886211674714158
329,6,7.665753431861699,2.0,6.738152494595957,2,1916,12.27606501735021
330,5,7.083387847625295,1.0,6.39024066706535,1,1920,11.26446410567173
331,5,7.454719949364001,1.0,7.454719949364001,2,1964,11.686878772093667
332,5,6.962243464266207,1.0,6.962243464266207,1,1958,11.842229212112828
333,8,7.395721608602045,3.0,8.072779333169498,2,2003,12.556729517143344
334,7,7.213768308118642,2.0,7.213768308118642,2,2004,12.240474072247506
335,6,7.401231264413015,2.0,6.849066282633458,2,1998,12.165250651009918
336,5,7.487733761436444,2.0,7.312553498102598,2,1965,12.341258918085241
337,9,7.561121589530238,3.0,7.561121589530238,2,2005,12.841129801965447
338,7,7.336936913707618,2.0,7.336936913707618,2,2002,12.273731294003989
339,7,7.390798521735676,2.0,7.0967213784947605,2,1984,12.218495165528731
340,6,7.102499355774649,1.0,7.102499355774649,1,1958,11.951180395901384
341,8,7.553810852008231,2.0,6.874198495453294,2,2002,12.220468525813907
342,4,6.734591659972948,1.0,6.580639137284949,1,1950,11.314474526246391
343,3,6.946975992135418,2.0,0.0,2,1949,11.379394072345706
344,9,7.428927194802272,2.0,7.428927194802272,2,2005,12.491251587763836
345,5,7.013915474810528,1.0,6.284134161070802,1,1976,11.350406535472453
346,6,7.3632795869630385,1.0,6.879355804460439,1,1939,11.850825253582627
347,6,6.86484777797086,1.0,6.86484777797086,1,1960,11.928340903931561
348,6,7.298445101508147,2.0,7.298445101508147,2,1960,11.967180737247824
349,7,7.3938782901077555,2.0,6.638567789166521,2,2003,11.944707881395766
350,9,7.911324018963353,3.0,7.521859252201629,2,2005,12.988040814744458
351,9,7.533158807455563,2.0,7.533158807455563,2,2007,12.669998467265833
352,7,7.2813856635702825,2.0,7.2813856635702825,1,1986,12.154779351142624
353,5,7.01301578963963,1.0,6.423246963533519,1,1941,11.461632170582678
354,6,6.579251212010101,2.0,6.436150368369428,1,1928,11.570250531589497
355,6,7.374629015218945,1.0,6.84587987526405,1,1940,11.84939770159144
356,6,7.090076835776092,2.0,7.090076835776092,2,1995,12.086725887897607
357,6,7.062191632286556,2.0,7.05444965813294,2,1992,12.061046873479915
358,5,7.040536390215956,2.0,7.040536390215956,1,1976,11.805595078933049
359,5,7.20934025660291,1.0,6.967909201801884,1,1958,11.77528972943772
360,8,7.562161631225652,2.0,6.990256500493881,2,1998,12.542544882151386
361,6,6.815639990074331,2.0,6.78897174299217,1,1978,11.957611286231675
362,5,7.316548177182976,1.0,6.78332520060396,1,1940,11.884489021402711
363,7,7.561121589530238,2.0,0.0,3,2003,12.198544379109382
364,6,6.894670039433482,1.0,6.180016653652572,1,1972,11.678439903447801
365,6,7.3613754289773485,2.0,6.679599185844383,2,1976,12.154779351142624
366,5,7.203405521083095,1.0,6.51025834052315,1,1920,11.898187865760873
367,6,7.2399325913204695,2.0,7.2399325913204695,1,1963,11.976659481202368
368,6,7.266128779556451,1.0,7.002155954403621,1,1962,12.013700752882718
369,5,7.145196134997171,1.0,7.145196134997171,1,1954,11.790557201568507
370,5,7.160069207596127,2.0,6.968850378341948,1,1959,11.99535161421452
371,6,7.416979621381154,2.0,6.859614903654202,2,2000,12.05757263721173
372,4,7.370230641807081,2.0,0.0,2,1959,11.808813773969108
373,6,6.62273632394984,1.0,6.612041034833092,1,1984,11.736069016284437
374,5,7.1846291527173145,1.0,6.410174881966167,1,1953,11.719939634354555
375,7,7.564238475170491,2.0,6.741700694652055,2,2003,12.299107511497363
